#TYPE System.Diagnostics.Process
"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"chrome","20","281","2199831040000","32165888","28266496","25824","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google Inc.","1.78125","64.0.3282.186","64.0.3282.186","Google Chrome","Google Chrome","Process","8",,"False",,"840","Microsoft.Win32.SafeHandles.SafeProcessHandle","281","24044",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","25824","25824","28266496","28266496","393688","393688","31137792","31137792","39608320","39608320","814075904","2199837331456","True","Normal","28266496","28266496","00:00:00.4062500","chrome","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:39 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.7812500","00:00:01.3750000","807784448","2199831040000","False",,,,"32165888","32165888",,
"chrome","20","334","2200052707328","159195136","200790016","60504","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","Google Inc.","36.609375","64.0.3282.186","64.0.3282.186","Google Chrome","Google Chrome","Process","4",,"False",,"3312","Microsoft.Win32.SafeHandles.SafeProcessHandle","334","24096",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","60504","60504","200790016","200790016","457352","457352","207343616","207343616","251629568","251629568","1093550080","2200116805632","True","Idle","200790016","200790016","00:00:02.6406250","chrome","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:35:49 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:36.6093750","00:00:33.9687500","1029451776","2200052707328","False",,,,"159195136","159195136",,
"cmd","20","43","2199043358720","3506176","2400256","4208","C:\Windows\system32\cmd.exe","Microsoft Corporation","0.0625","10.0.15063.0 (WinBuild.160101.0800)","10.0.15063.0","Windows Command Processor","Microsoft? Windows? Operating System","Process","8",,"False",,"3212","Microsoft.Win32.SafeHandles.SafeProcessHandle","43","5624",".","201030","NetBackup 8.0 Administration Console","System.Diagnostics.ProcessModule (cmd.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","4208","4208","2400256","2400256","34888","34888","3928064","3928064","3960832","3960832","21721088","2199044976640","True","Normal","2400256","2400256","00:00:00.0468750","cmd","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 8:00:32 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0625000","00:00:00.0156250","20103168","2199043358720","False",,,,"3506176","3506176",,
"CmRcService","0","233","93409280","2543616","3407872","15416",,,,,,,,"Process","8",,,,,,"233","5532",".","0","",,,,,"15416","15416","3407872","3407872","177624","177624","5517312","5517312","12652544","12652544","95993856","95993856",,,"3407872","3407872",,"CmRcService",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"93409280","93409280","False",,,,"2543616","2543616",,
"Code","20","292","293126144","62840832","46850048","35312","C:\Program Files (x86)\Microsoft VS Code\Code.exe","Microsoft Corporation","4.203125","1.21.1","1.21.1","Visual Studio Code","Visual Studio Code","Process","8",,"False",,"844","Microsoft.Win32.SafeHandles.SafeProcessHandle","292","1512",".","0","","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","35312","35312","46850048","46850048","384240","384240","58961920","58961920","67407872","67407872","293838848","293838848","True","Normal","46850048","46850048","00:00:01.1406250","Code","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 8:53:05 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:04.2031250","00:00:03.0625000","293126144","293126144","False",,,,"62840832","62840832",,
"Code","20","262","211333120","20193280","17416192","20616","C:\Program Files (x86)\Microsoft VS Code\Code.exe","Microsoft Corporation","0.359375","1.21.1","1.21.1","Visual Studio Code","Visual Studio Code","Process","8",,"False",,"3344","Microsoft.Win32.SafeHandles.SafeProcessHandle","262","2800",".","0","","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","20616","20616","17416192","17416192","385944","385944","18706432","18706432","30605312","30605312","217886720","217886720","True","Normal","17416192","17416192","00:00:00.1718750","Code","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:36:54 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3593750","00:00:00.1875000","211333120","211333120","False",,,,"20193280","20193280",,
"Code","20","268","211947520","29253632","14884864","21336","C:\Program Files (x86)\Microsoft VS Code\Code.exe","Microsoft Corporation","0.34375","1.21.1","1.21.1","Visual Studio Code","Visual Studio Code","Process","8",,"False",,"4108","Microsoft.Win32.SafeHandles.SafeProcessHandle","268","3904",".","0","","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","21336","21336","14884864","14884864","383960","383960","15859712","15859712","29904896","29904896","218169344","218169344","True","Normal","14884864","14884864","00:00:00.1562500","Code","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 8:53:08 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3437500","00:00:00.1875000","211947520","211947520","False",,,,"29253632","29253632",,
"Code","20","910","401731584","67149824","32272384","49168","C:\Program Files (x86)\Microsoft VS Code\Code.exe","Microsoft Corporation","24.484375","1.21.1","1.21.1","Visual Studio Code","Visual Studio Code","Process","8",,"False",,"4128","Microsoft.Win32.SafeHandles.SafeProcessHandle","910","5232",".","528398","? _Ch6.ps1 - Learn-Windows-PS-Month - Visual Studio Code","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","49168","49168","32272384","32272384","666592","666592","41607168","41607168","81268736","81268736","410755072","410755072","True","Normal","32272384","32272384","00:00:06.9531250","Code","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:36:36 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:24.4843750","00:00:17.5312500","401731584","401731584","False",,,,"67149824","67149824",,
"Code","20","212","171782144","10465280","4169728","13456","C:\Program Files (x86)\Microsoft VS Code\Code.exe","Microsoft Corporation","0.0625","1.21.1","1.21.1","Visual Studio Code","Visual Studio Code","Process","8",,"False",,"4176","Microsoft.Win32.SafeHandles.SafeProcessHandle","212","5636",".","0","","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13456","13456","4169728","4169728","349336","349336","4554752","4554752","11894784","11894784","178335744","178335744","True","Normal","4169728","4169728","00:00:00.0625000","Code","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:36:39 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0625000","00:00:00","171782144","171782144","False",,,,"10465280","10465280",,
"Code","20","271","212549632","29118464","14557184","21472","C:\Program Files (x86)\Microsoft VS Code\Code.exe","Microsoft Corporation","0.3125","1.21.1","1.21.1","Visual Studio Code","Visual Studio Code","Process","8",,"False",,"4212","Microsoft.Win32.SafeHandles.SafeProcessHandle","271","10316",".","0","","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","21472","21472","14557184","14557184","381024","381024","15478784","15478784","29777920","29777920","218521600","218521600","True","Normal","14557184","14557184","00:00:00.1093750","Code","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 8:53:05 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3125000","00:00:00.2031250","212549632","212549632","False",,,,"29118464","29118464",,
"Code","20","267","215867392","30257152","17588224","21568","C:\Program Files (x86)\Microsoft VS Code\Code.exe","Microsoft Corporation","0.34375","1.21.1","1.21.1","Visual Studio Code","Visual Studio Code","Process","8",,"False",,"4240","Microsoft.Win32.SafeHandles.SafeProcessHandle","267","10936",".","0","","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","21568","21568","17588224","17588224","378928","378928","18251776","18251776","30441472","30441472","224129024","224129024","True","Normal","17588224","17588224","00:00:00.1562500","Code","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 8:53:08 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3437500","00:00:00.1875000","215867392","215867392","False",,,,"30257152","30257152",,
"Code","20","268","212209664","19484672","14741504","20656","C:\Program Files (x86)\Microsoft VS Code\Code.exe","Microsoft Corporation","0.3125","1.21.1","1.21.1","Visual Studio Code","Visual Studio Code","Process","8",,"False",,"4268","Microsoft.Win32.SafeHandles.SafeProcessHandle","268","13260",".","0","","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","20656","20656","14741504","14741504","388040","388040","16265216","16265216","30142464","30142464","220073984","220073984","True","Normal","14741504","14741504","00:00:00.1250000","Code","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:36:55 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3125000","00:00:00.1875000","212209664","212209664","False",,,,"19484672","19484672",,
"Code","20","463","614043648","63012864","54149120","31864","C:\Program Files (x86)\Microsoft VS Code\Code.exe","Microsoft Corporation","23.6875","1.21.1","1.21.1","Visual Studio Code","Visual Studio Code","Process","8",,"False",,"3528","Microsoft.Win32.SafeHandles.SafeProcessHandle","463","14796",".","0","","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","31864","31864","54149120","54149120","759248","759248","445689856","445689856","113283072","113283072","848367616","848367616","True","Normal","54149120","54149120","00:00:07.9687500","Code","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:36:37 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:23.6875000","00:00:15.7187500","614043648","614043648","False",,,,"63012864","63012864",,
"Code","20","268","208015360","19066880","14389248","20520","C:\Program Files (x86)\Microsoft VS Code\Code.exe","Microsoft Corporation","0.375","1.21.1","1.21.1","Visual Studio Code","Visual Studio Code","Process","8",,"False",,"4304","Microsoft.Win32.SafeHandles.SafeProcessHandle","268","14836",".","0","","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","20520","20520","14389248","14389248","388040","388040","15982592","15982592","29982720","29982720","218169344","218169344","True","Normal","14389248","14389248","00:00:00.1718750","Code","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:36:52 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3750000","00:00:00.2031250","208015360","208015360","False",,,,"19066880","19066880",,
"Code","20","530","606015488","98000896","142172160","62064","C:\Program Files (x86)\Microsoft VS Code\Code.exe","Microsoft Corporation","64.71875","1.21.1","1.21.1","Visual Studio Code","Visual Studio Code","Process","8",,"False",,"4320","Microsoft.Win32.SafeHandles.SafeProcessHandle","530","15344",".","0","","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","62064","62064","142172160","142172160","774960","774960","196751360","196751360","230408192","230408192","671186944","671186944","True","Normal","142172160","142172160","00:00:02.5156250","Code","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:36:50 AM",,"System.Diagnostics.ProcessThreadCollection","00:01:04.7187500","00:01:02.2031250","606015488","606015488","False",,,,"98000896","98000896",,
"Code","20","287","262332416","29753344","37494784","32048","C:\Program Files (x86)\Microsoft VS Code\Code.exe","Microsoft Corporation","4.265625","1.21.1","1.21.1","Visual Studio Code","Visual Studio Code","Process","8",,"False",,"3196","Microsoft.Win32.SafeHandles.SafeProcessHandle","287","17996",".","0","","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","32048","32048","37494784","37494784","391256","391256","58621952","58621952","65593344","65593344","268124160","268124160","True","Normal","37494784","37494784","00:00:01.4843750","Code","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:36:52 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:04.2656250","00:00:02.7812500","262332416","262332416","False",,,,"29753344","29753344",,
"Code","20","560","633483264","172773376","140115968","66272","C:\Program Files (x86)\Microsoft VS Code\Code.exe","Microsoft Corporation","29.328125","1.21.1","1.21.1","Visual Studio Code","Visual Studio Code","Process","8",,"False",,"2756","Microsoft.Win32.SafeHandles.SafeProcessHandle","560","23236",".","0","","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","66272","66272","140115968","140115968","781992","781992","194113536","194113536","232710144","232710144","677961728","677961728","True","Normal","140115968","140115968","00:00:01.8593750","Code","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 8:53:04 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:29.3281250","00:00:27.4687500","633483264","633483264","False",,,,"172773376","172773376",,
"Code","20","383","343293952","55156736","47005696","40136","C:\Program Files (x86)\Microsoft VS Code\Code.exe","Microsoft Corporation","9.421875","1.21.1","1.21.1","Visual Studio Code","Visual Studio Code","Process","8",,"False",,"4352","Microsoft.Win32.SafeHandles.SafeProcessHandle","383","24000",".","0","","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","40136","40136","47005696","47005696","416704","416704","90492928","90492928","102035456","102035456","360656896","360656896","True","Normal","47005696","47005696","00:00:02.8750000","Code","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:36:38 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:09.4218750","00:00:06.5468750","343293952","343293952","False",,,,"55156736","55156736",,
"CodeHelper","20","189","133316608","9895936","7802880","13416","c:\Program Files (x86)\Microsoft VS Code\resources\app\out\vs\workbench\services\files\node\watcher\win32\CodeHelper.exe","Microsoft Corporation","0.078125","1.0.0.0","1.0.0.0","CodeHelper","CodeHelper","Process","8",,"False",,"4228","Microsoft.Win32.SafeHandles.SafeProcessHandle","189","11124",".","0","","System.Diagnostics.ProcessModule (CodeHelper.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13416","13416","7802880","7802880","201648","201648","8097792","8097792","11804672","11804672","137773056","137773056","True","Normal","7802880","7802880","00:00:00.0781250","CodeHelper","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:36:52 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0781250","00:00:00","133316608","133316608","False",,,,"9895936","9895936",,
"CodeHelper","20","339","174452736","15065088","10747904","17064","c:\Program Files (x86)\Microsoft VS Code\resources\app\out\vs\workbench\services\files\node\watcher\win32\CodeHelper.exe","Microsoft Corporation","0.171875","1.0.0.0","1.0.0.0","CodeHelper","CodeHelper","Process","8",,"False",,"2732","Microsoft.Win32.SafeHandles.SafeProcessHandle","339","16616",".","0","","System.Diagnostics.ProcessModule (CodeHelper.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17064","17064","10747904","10747904","268328","268328","11218944","11218944","15212544","15212544","183693312","183693312","True","Normal","10747904","10747904","00:00:00.0625000","CodeHelper","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 8:53:05 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1718750","00:00:00.1093750","174452736","174452736","False",,,,"15065088","15065088",,
"conhost","0","106","2199091056640","1142784","1523712","7600",,,,,,,,"Process","8",,,,,,"106","3592",".","0","",,,,,"7600","7600","1523712","1523712","134872","134872","1679360","1679360","6209536","6209536","68587520","2199091843072",,,"1523712","1523712",,"conhost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"67801088","2199091056640","False",,,,"1142784","1142784",,
"conhost","20","158","2199125045248","13803520","6217728","11680","C:\Windows\system32\conhost.exe","Microsoft Corporation","1.75","10.0.15063.0 (WinBuild.160101.0800)","10.0.15063.0","Console Window Host","Microsoft? Windows? Operating System","Process","8",,"False",,"3472","Microsoft.Win32.SafeHandles.SafeProcessHandle","158","4936",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11680","11680","6217728","6217728","196224","196224","6488064","6488064","15151104","15151104","103104512","2199126360064","True","Normal","6217728","6217728","00:00:00.8593750","conhost","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 8:00:32 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.7500000","00:00:00.8906250","101789696","2199125045248","False",,,,"13803520","13803520",,
"conhost","20","129","2199129862144","13119488","11718656","10184","C:\Windows\system32\conhost.exe","Microsoft Corporation","0.171875","10.0.15063.0 (WinBuild.160101.0800)","10.0.15063.0","Console Window Host","Microsoft? Windows? Operating System","Process","8",,"False",,"2716","Microsoft.Win32.SafeHandles.SafeProcessHandle","129","7896",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10184","10184","11718656","11718656","183000","183000","11718656","11718656","14442496","14442496","106606592","2199129862144","True","Normal","11718656","11718656","00:00:00.1093750","conhost","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:36:52 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1718750","00:00:00.0625000","106606592","2199129862144","False",,,,"13119488","13119488",,
"conhost","20","104","2199111843840","10477568","5734400","8008","C:\Windows\system32\conhost.exe","Microsoft Corporation","0.015625","10.0.15063.0 (WinBuild.160101.0800)","10.0.15063.0","Console Window Host","Microsoft? Windows? Operating System","Process","8",,"False",,"4416","Microsoft.Win32.SafeHandles.SafeProcessHandle","104","10892",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8008","8008","5734400","5734400","169016","169016","5898240","5898240","10547200","10547200","89374720","2199112630272","True","Normal","5734400","5734400","00:00:00.0156250","conhost","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 8:53:05 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00","88588288","2199111843840","False",,,,"10477568","10477568",,
"conhost","0","105","2199087685632","946176","1527808","7464",,,,,,,,"Process","8",,,,,,"105","11748",".","0","",,,,,"7464","7464","1527808","1527808","128304","128304","1683456","1683456","6213632","6213632","65216512","2199088472064",,,"1527808","1527808",,"conhost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"64430080","2199087685632","False",,,,"946176","946176",,
"conhost","20","129","2199131185152","13246464","12476416","10320","C:\Windows\system32\conhost.exe","Microsoft Corporation","0.28125","10.0.15063.0 (WinBuild.160101.0800)","10.0.15063.0","Console Window Host","Microsoft? Windows? Operating System","Process","8",,"False",,"752","Microsoft.Win32.SafeHandles.SafeProcessHandle","129","18100",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10320","10320","12476416","12476416","183000","183000","12476416","12476416","15114240","15114240","107929600","2199131185152","True","Normal","12476416","12476416","00:00:00.1406250","conhost","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:36:55 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2812500","00:00:00.1406250","107929600","2199131185152","False",,,,"13246464","13246464",,
"conhost","20","107","2199111868416","5541888","5734400","8008","C:\Windows\system32\conhost.exe","Microsoft Corporation","0.015625","10.0.15063.0 (WinBuild.160101.0800)","10.0.15063.0","Console Window Host","Microsoft? Windows? Operating System","Process","8",,"False",,"4412","Microsoft.Win32.SafeHandles.SafeProcessHandle","107","18916",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8008","8008","5734400","5734400","169016","169016","5894144","5894144","10575872","10575872","89399296","2199112654848","True","Normal","5734400","5734400","00:00:00","conhost","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:36:52 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00.0156250","88612864","2199111868416","False",,,,"5541888","5541888",,
"conhost","20","126","2199118577664","11046912","5677056","10048","C:\Windows\system32\conhost.exe","Microsoft Corporation","0.4375","10.0.15063.0 (WinBuild.160101.0800)","10.0.15063.0","Console Window Host","Microsoft? Windows? Operating System","Process","8",,"False",,"2964","Microsoft.Win32.SafeHandles.SafeProcessHandle","126","19468",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10048","10048","5677056","5677056","183000","183000","7172096","7172096","13201408","13201408","96108544","2199119364096","True","Normal","5677056","5677056","00:00:00.2500000","conhost","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 8:53:09 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4375000","00:00:00.1875000","95322112","2199118577664","False",,,,"11046912","11046912",,
"conhost","20","228","2199143604224","15327232","7675904","13312","C:\Windows\system32\conhost.exe","Microsoft Corporation","13.015625","10.0.15063.0 (WinBuild.160101.0800)","10.0.15063.0","Console Window Host","Microsoft? Windows? Operating System","Process","8",,"False",,"4472","Microsoft.Win32.SafeHandles.SafeProcessHandle","228","21132",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13312","13312","7675904","7675904","207240","207240","14761984","14761984","25903104","25903104","128417792","2199151673344","True","Normal","7675904","7675904","00:00:11.2656250","conhost","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:40:29 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:13.0156250","00:00:01.7500000","120348672","2199143604224","False",,,,"15327232","15327232",,
"conhost","20","126","2199117279232","9764864","3919872","9912","C:\Windows\system32\conhost.exe","Microsoft Corporation","0.09375","10.0.15063.0 (WinBuild.160101.0800)","10.0.15063.0","Console Window Host","Microsoft? Windows? Operating System","Process","8",,"False",,"4496","Microsoft.Win32.SafeHandles.SafeProcessHandle","126","23484",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9912","9912","3919872","3919872","183000","183000","7172096","7172096","13094912","13094912","96022528","2199119278080","True","Normal","3919872","3919872","00:00:00.0312500","conhost","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 8:53:06 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0937500","00:00:00.0625000","94023680","2199117279232","False",,,,"9764864","9764864",,
"conhost","20","129","2199121854464","6467584","6017024","10184","C:\Windows\system32\conhost.exe","Microsoft Corporation","0.03125","10.0.15063.0 (WinBuild.160101.0800)","10.0.15063.0","Console Window Host","Microsoft? Windows? Operating System","Process","8",,"False",,"4516","Microsoft.Win32.SafeHandles.SafeProcessHandle","129","23936",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10184","10184","6017024","6017024","187856","187856","6123520","6123520","11862016","11862016","99123200","2199122378752","True","Normal","6017024","6017024","00:00:00.0312500","conhost","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:28 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","00:00:00","98598912","2199121854464","False",,,,"6467584","6467584",,
"csrss","0","893","2199092035584","1978368","2207744","29432",,,,,,,,"Process","13",,,,,,"893","564",".","0","",,,,,"29432","29432","2207744","2207744","302584","302584","2723840","2723840","5910528","5910528","77131776","2199100387328",,,"2207744","2207744",,"csrss",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"68780032","2199092035584","False",,,,"1978368","1978368",,
"csrss","20","915","2199153393664","5791744","3334144","32080",,,,,,,,"Process","13",,,,,,"915","20556",".","0","",,,,,"32080","32080","3334144","3334144","294416","294416","18821120","18821120","58040320","58040320","162840576","2199186096128",,,"3334144","3334144",,"csrss",,"True","20","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"130138112","2199153393664","False",,,,"5791744","5791744",,
"CUI","20","163","99942400","8093696","2101248","10392",,,"0.0625",,,,,"Process","8",,,,,,"163","23460",".","0","",,,,,"10392","10392","2101248","2101248","186576","186576","2273280","2273280","9646080","9646080","105185280","105185280",,,"2101248","2101248","00:00:00.0312500","CUI",,"True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:41 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0625000","00:00:00.0312500","99942400","99942400","False",,,,"8093696","8093696",,
"dasHost","0","72","2199047909376","507904","1323008","5976",,,,,,,,"Process","8",,,,,,"72","23344",".","0","",,,,,"5976","5976","1323008","1323008","46608","46608","1486848","1486848","5111808","5111808","27901952","2199051157504",,,"1323008","1323008",,"dasHost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"24653824","2199047909376","False",,,,"507904","507904",,
"DbxSvc","0","130","56545280","1294336","2883584","10576",,,,,,,,"Process","8",,,,,,"130","18408",".","0","",,,,,"10576","10576","2883584","2883584","97432","97432","2920448","2920448","6930432","6930432","58118144","58118144",,,"2883584","2883584",,"DbxSvc",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"56545280","56545280","False",,,,"1294336","1294336",,
"DellRctlService","0","78","27947008","1552384","1372160","5760",,,,,,,,"Process","8",,,,,,"78","4120",".","0","",,,,,"5760","5760","1372160","1372160","47304","47304","1507328","1507328","5025792","5025792","33189888","33189888",,,"1372160","1372160",,"DellRctlService",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"27947008","27947008","False",,,,"1552384","1552384",,
"DellSystemDetect","20","486","607195136","30343168","36950016","46728","C:\Users\703021219\AppData\Local\Apps\2.0\0M97D5AA.5ZO\85ZE2DRN.4YM\dell..tion_831211ca63b981c5_0008.0005_9a48d74816d64e41\DellSystemDetect.exe","Dell","1.109375","8.5.0.4","8.5.0.4","Dell System Detect","Dell System Detect","Process","8",,"False",,"3952","Microsoft.Win32.SafeHandles.SafeProcessHandle","486","23588",".","0","","System.Diagnostics.ProcessModule (DellSystemDetect.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","46728","46728","36950016","36950016","380168","380168","43716608","43716608","42999808","42999808","621883392","621883392","True","Normal","36950016","36950016","00:00:00.5937500","DellSystemDetect","15","True","20","System.Diagnostics.ProcessStartInfo","3/22/2018 7:08:57 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.1093750","00:00:00.5156250","607195136","607195136","False",,,,"30343168","30343168",,
